,path,file,prerequisite
826,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Mind-Scribing Method.md,Mind-Scribing Method,Perfect Recollection Discipline
827,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Mind-Swallowing Missive.md,Mind-Swallowing Missive,Essence-Laden Missive
828,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Moving the Unseen Hand.md,Moving the Unseen Hand,Stolen Voice Technique
829,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Perfect Celestial Author.md,Perfect Celestial Author,Flashing Quill Atemi
830,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Perfect Recollection Discipline.md,Perfect Recollection Discipline,Discerning Savant’s Eye
831,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Poetic Expression Style.md,Poetic Expression Style,Strange Tongue Understanding
832,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Power-Snaring Image.md,Power-Snaring Image,Stolen Voice Technique
833,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Single Voice Kata.md,Single Voice Kata,Mingled Tongue Technique
834,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Soul-Drawing Pattern.md,Soul-Drawing Pattern,Stolen Voice Technique
835,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Stolen Voice Technique.md,Stolen Voice Technique,Flawless Brush Discipline
836,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Swift Sage’s Eye.md,Swift Sage’s Eye,Perfect Recollection Discipline
837,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Twisted Words Technique.md,Twisted Words Technique,Flowing Elegant Hand
838,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Twisted Words Technique.md,Twisted Words Technique,Letter-Within-A-Letter Technique
839,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Twisted Words Technique.md,Twisted Words Technique,Charms/Solar/Linguistics/Subtle Speech Method
840,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Unbreakable Fascination Method.md,Unbreakable Fascination Method,Twisted Words Technique
841,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Vanishing Immersion Style.md,Vanishing Immersion Style,Word-Shield Invocation
842,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Voice-Caging Calligraphy.md,Voice-Caging Calligraphy,Essence-Laden Missive
843,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Linguistics\Word-Shield Invocation.md,Word-Shield Invocation,Sagacious Reading of Intent
844,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\All-Knowing Enlightened Sovereign.md,All-Knowing Enlightened Sovereign,Hundred Sages Focus
845,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Bottomless Wellspring Approach.md,Bottomless Wellspring Approach,Harmonious Academic Methodology
846,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Chaos-Repelling Pattern.md,Chaos-Repelling Pattern,Wyld-Dispelling Prana
847,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Cloud-Wreathed Scholar.md,Cloud-Wreathed Scholar,Bottomless Wellspring Approach
848,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Demiurgic Suspiration.md,Demiurgic Suspiration,Wyld-Forging Focus
849,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Essence Font Technique.md,Essence Font Technique,Will-Bolstering Method
850,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Essence-Draining Touch.md,Essence-Draining Touch,Injury-Forcing Technique
851,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Essence-Twining Method.md,Essence-Twining Method,Essence-Draining Touch
852,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\First Knowledge’s Grace.md,First Knowledge’s Grace,Harmonious Academic Methodology
853,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Flowing Essence Conversion.md,Flowing Essence Conversion,Immanent Solar Glory
854,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Flowing Mind Prana.md,Flowing Mind Prana,First Knowledge’s Grace
855,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Force-Draining Whisper.md,Force-Draining Whisper,Essence-Draining Touch
856,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\God-King’s Shrike (Dogstar Ruminations).md,God-King’s Shrike (Dogstar Ruminations),Prophet of Seventeen Cycles
857,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Heaven-Turning Calculations.md,Heaven-Turning Calculations,Truth-Rendering Gaze
858,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Hero-Induction Method.md,Hero-Induction Method,Wyld-Shaping Technique
859,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Hidden Wisdom Bestowal.md,Hidden Wisdom Bestowal,Flowing Mind Prana
860,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Hundred Sages Focus.md,Hundred Sages Focus,Truth-Rendering Gaze
861,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Immanent Solar Glory.md,Immanent Solar Glory,Essence Font Technique
862,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Incalculable Flowing Mind.md,Incalculable Flowing Mind,Seal of Infinite Wisdom
863,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Injury-Forcing Technique.md,Injury-Forcing Technique,Wound-Accepting Technique
864,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Legend-Spirit Convocation.md,Legend-Spirit Convocation,Wake the Sleeper
865,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Legendary Scholar’s Curriculum.md,Legendary Scholar’s Curriculum,Flowing Mind Prana
866,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Lore-Inducing Concentration.md,Lore-Inducing Concentration,Bottomless Wellspring Approach
867,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Manse-Raising Method.md,Manse-Raising Method,Wyld-Called Weapon
868,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Power Beyond Reason.md,Power Beyond Reason,Sevenfold Savant Mantle
869,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Power-Awarding Prana.md,Power-Awarding Prana,Essence Font Technique
870,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Power-Awarding Prana.md,Power-Awarding Prana,Selfsame Master Instructor
871,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Power-Restoring Invocation.md,Power-Restoring Invocation,Flowing Essence Conversion
872,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Prophet of Seventeen Cycles.md,Prophet of Seventeen Cycles,Truth-Rendering Gaze
873,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Sacred Relic Understanding.md,Sacred Relic Understanding,Truth-Rendering Gaze
874,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Savant of Nine Glories.md,Savant of Nine Glories,Demiurgic Suspiration
875,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Seal of Infinite Wisdom.md,Seal of Infinite Wisdom,Surging Essence Flow
876,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Selfsame Master Instructor.md,Selfsame Master Instructor,Legendary Scholar’s Curriculum
877,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Sevenfold Savant Mantle.md,Sevenfold Savant Mantle,Wyld Cauldron Mastery
878,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Soul-Light Spreading Discipline.md,Soul-Light Spreading Discipline,Flowing Mind Prana
879,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Surging Essence Flow.md,Surging Essence Flow,Flowing Essence Conversion
880,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Surging Inner Fire.md,Surging Inner Fire,Power-Restoring Invocation
881,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Tireless Learner Method.md,Tireless Learner Method,Flowing Mind Prana
882,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Tome-Rearing Gesture.md,Tome-Rearing Gesture,Wyld-Shaping Technique
883,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Tome-Rearing Gesture.md,Tome-Rearing Gesture,Mind-Scribing Method
884,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Truth-Rendering Gaze.md,Truth-Rendering Gaze,Lore-Inducing Concentration
885,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Unstoppable Magnus Approach.md,Unstoppable Magnus Approach,Incalculable Flowing Mind
886,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Unstoppable Magnus Approach.md,Unstoppable Magnus Approach,Surging Inner Fire
887,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Wake the Sleeper.md,Wake the Sleeper,Sacred Relic Understanding
888,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Will-Bolstering Method.md,Will-Bolstering Method,Essence-Lending Method
889,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Will-Shattering Illusion.md,Will-Shattering Illusion,Chaos-Repelling Pattern
890,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Will-Shattering Illusion.md,Will-Shattering Illusion,Force-Draining Whisper
891,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Wound-Accepting Technique.md,Wound-Accepting Technique,Will-Bolstering Method
892,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Wyld Cauldron Mastery.md,Wyld Cauldron Mastery,Wyld-Shaping Technique
893,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Wyld-Called Weapon.md,Wyld-Called Weapon,Wyld-Shaping Technique
894,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Wyld-Forging Focus.md,Wyld-Forging Focus,Wyld-Shaping Technique
895,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Wyld-Shaping Technique.md,Wyld-Shaping Technique,Chaos-Repelling Pattern
896,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Wyld-Shaping Technique.md,Wyld-Shaping Technique,Order-Affirming Blow
897,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Lore\Wyld-Shaping Technique.md,Wyld-Shaping Technique,Truth-Rendering Gaze
898,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Anodyne of Celestial Dreaming.md,Anodyne of Celestial Dreaming,Touch of Blissful Release
899,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Anointment of Miraculous Health.md,Anointment of Miraculous Health,Instant Treatment Methodology
900,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Benison of Celestial Healing.md,Benison of Celestial Healing,Master Chirurgeon Meditation
901,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Body-Purifying Admonitions.md,Body-Purifying Admonitions,Touch of Blissful Release
902,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Body-Sculpting Essence Method.md,Body-Sculpting Essence Method,Anointment of Miraculous Health
903,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Contagion-Curing Touch.md,Contagion-Curing Touch,Plague-Banishing Incitation
904,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Feit of Imparted Nature.md,Feit of Imparted Nature,Touch of Blissful Release
905,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Healer’s Unerring Hands.md,Healer’s Unerring Hands,Life-Sculpting Hands Technique
906,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Healing Trance Meditation.md,Healing Trance Meditation,Contagion-Curing Touch
907,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Healing Trance Meditation.md,Healing Trance Meditation,Wholeness-Restoring Meditation
908,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Immaculate Solar Physician.md,Immaculate Solar Physician,Healer’s Unerring Hands
909,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Instant Treatment Methodology.md,Instant Treatment Methodology,Wound-Cleansing Meditation
910,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Life-Exchanging Prana.md,Life-Exchanging Prana,Feit of Imparted Nature
911,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Life-Sculpting Hands Technique.md,Life-Sculpting Hands Technique,Benison of Celestial Healing
912,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Perfect Celestial Chirurgeon.md,Perfect Celestial Chirurgeon,Healer’s Unerring Hands
913,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Plague-Banishing Incitation.md,Plague-Banishing Incitation,Ailment-Rectifying Method
914,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Time-Halting Flow.md,Time-Halting Flow,Anodyne of Celestial Dreaming
915,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Touch of Blissful Release.md,Touch of Blissful Release,Flawless Diagnosis Technique
916,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Wholeness-Restoring Meditation.md,Wholeness-Restoring Meditation,Anointment of Miraculous Health
917,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Wound-Banishing Strike.md,Wound-Banishing Strike,Instant Treatment Methodology
918,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Medicine\Wound-Cleansing Meditation.md,Wound-Cleansing Meditation,Wound-Mending Care Technique
919,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Agile Dragonfly Blade.md,Agile Dragonfly Blade,"One Weapon, Two Blows"
920,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\All-Sundering Strike.md,All-Sundering Strike,Fervent Blow
921,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\All-Sundering Strike.md,All-Sundering Strike,Hail-Shattering Practice
922,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Arc Shedding Rain Technique.md,Arc Shedding Rain Technique,Dipping Swallow Defense
923,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Blazing Solar Bolt.md,Blazing Solar Bolt,Corona of Radiance
924,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Bulwark Stance.md,Bulwark Stance,Dipping Swallow Defense
925,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Calm and Ready Focus.md,Calm and Ready Focus,War Lion Stance
926,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Circle of Bright Reaving.md,Circle of Bright Reaving,Heaven Sword Flash
927,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Corona of Radiance.md,Corona of Radiance,Edge of Morning Sunlight
928,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Divine Executioner Stance.md,Divine Executioner Stance,Rising Sun Slash
929,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Edge of Morning Sunlight.md,Edge of Morning Sunlight,Sandstorm-Wind Attack
930,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Fervent Blow.md,Fervent Blow,Flashing Edge of Dawn
931,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Fire and Stones Strike.md,Fire and Stones Strike,Excellent Strike
932,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Fivefold Bulwark Stance.md,Fivefold Bulwark Stance,Bulwark Stance
933,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Flashing Edge of Dawn.md,Flashing Edge of Dawn,Solar Counterattack
934,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Flashing Edge of Dawn.md,Flashing Edge of Dawn,"One Weapon, Two Blows"
935,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Foe-Cleaving Focus.md,Foe-Cleaving Focus,Rising Sun Slash
936,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Gleaming Sever.md,Gleaming Sever,Fire and Stones Strike
937,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Glorious Solar Saber.md,Glorious Solar Saber,Summoning the Loyal Steel
938,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Guard-Breaking Technique.md,Guard-Breaking Technique,War Lion Stance
939,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Hail-Shattering Practice.md,Hail-Shattering Practice,Dipping Swallow Defense
940,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Heaven Sword Flash.md,Heaven Sword Flash,Invincible Fury of the Dawn
941,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Heavenly Guardian Defense.md,Heavenly Guardian Defense,Bulwark Stance
942,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Hungry Tiger Technique.md,Hungry Tiger Technique,Rising Sun Slash
943,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Immortal Blade Triumphant.md,Immortal Blade Triumphant,Glorious Solar Saber
944,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Invincible Fury of the Dawn.md,Invincible Fury of the Dawn,Iron Whirlwind Attack
945,D:/Games Notes/Exalted Scripture Understanding\Charms\Solar\Melee\Iron Raptor Technique.md,Iron Raptor Technique,Call the Blade
