,path,file,prerequisite
555,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Arms of the Chosen\Weapons\Zelator\Hell-War Veteran’s Benison.md,Hell-War Veteran’s Benison, Spell-Piercing Strike
556,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\Arms of the Chosen\Weapons\Zelator\Sorcerer-Cataphract Style.md,Sorcerer-Cataphract Style, Goetic Condemnation
557,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Beloved Adorei\Battle Dance of the Warrior Wed.md,Battle Dance of the Warrior Wed,No Other Blade
558,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Beloved Adorei\Holy Miracle Strike.md,Holy Miracle Strike, Heart-Knowing Blade
559,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Beloved Adorei\Magnanimous Sunfire Blast.md,Magnanimous Sunfire Blast, Heart-Knowing Blade
560,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Beloved Adorei\No Other Blade.md,No Other Blade, Heart-Knowing Blade
561,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Black Wind\Seven Traumas Technique.md,Seven Traumas Technique, Life-Drinking Resurgence
562,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Black Wind\Soul-Reaving Release.md,Soul-Reaving Release,Seven Traumas Technique
563,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Brilliant Sentinel\Dawn of a Hundred Rebukes.md,Dawn of a Hundred Rebukes, Luminous Soul Warden
564,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Brilliant Sentinel\Unconquered Guardian Defense.md,Unconquered Guardian Defense, Dawn of a Hundred Rebukes
565,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Dauntless\Champion’s Fatal Strike.md,Champion’s Fatal Strike, Taste of Victory Rhythm
566,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Dauntless\Daredevil Bravado Defense.md,Daredevil Bravado Defense, Champion’s Fatal Strike
567,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Dauntless\Taste of Victory Rhythm.md,Taste of Victory Rhythm, Pounding Heart Triumph
568,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Freedom's Cadence\Clear Path Defense.md,Clear Path Defense, Snow-Gathering Elusion
569,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Freedom's Cadence\Destination-Hunting Impulse.md,Destination-Hunting Impulse, Stepping Through Strife
570,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Freedom's Cadence\Pound the Drums.md,Pound the Drums,Destination-Hunting Impulse
571,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Orichalcum Hunting Hawk\Drifting Hawk Tactics.md,Drifting Hawk Tactics, Orichalcum Wings Elevation
572,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Orichalcum Hunting Hawk\Golden Talon Strike.md,Golden Talon Strike, Cloud-Blending Camouflage
573,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Orichalcum Hunting Hawk\Orichalcum Wings Elevation.md,Orichalcum Wings Elevation, Monkey Leap Technique
574,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Orichalcum Hunting Hawk\Sun-Gilded Hawk Soul.md,Sun-Gilded Hawk Soul, Golden Talon Strike
575,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Shining Ice Mirror\Cold Moon Slash.md,Cold Moon Slash, Winter Night Cut
576,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Shining Ice Mirror\Ice-Fixing Strike.md,Ice-Fixing Strike,Frozen Soul Resolve
577,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Spring Razor\Deadly Flowers Blooming.md,Deadly Flowers Blooming, Venom-Intensifying Stroke
578,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Spring Razor\Delicate Crimson Execution.md,Delicate Crimson Execution, Deadly Flowers Blooming
579,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Spring Razor\Seven Widows Venom.md,Seven Widows Venom, Venom-Intensifying Stroke
580,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Spring Razor\Venom-Intensifying Stroke.md,Venom-Intensifying Stroke, Howling Lotus Strike
581,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Volcano Cutter\Caldera Reconfiguration Stance.md,Caldera Reconfiguration Stance,Pregnant Flame Exhumation
582,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Volcano Cutter\Magma Burial.md,Magma Burial, Grand Eruption
583,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Volcano Cutter\Pregnant Flame Exhumation.md,Pregnant Flame Exhumation, Grand Eruption
584,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Items\Artifacts & Evocations\The Grand Panoply\Named Artifacts\Volcano Cutter\Pyroclastic Holocaust Judgment.md,Pyroclastic Holocaust Judgment, Caldera Reconfiguration Stance
585,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Banished Bow Arsenal.md,Banished Bow Arsenal,Relic Arrow Method
586,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Bolts of Inescapable Dread.md,Bolts of Inescapable Dread,Bloodthirsty Arrow
587,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Deadly Feathered Maelstrom.md,Deadly Feathered Maelstrom,Bloodthirsty Arrow
588,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Elegant Executioner’s Art.md,Elegant Executioner’s Art,Bloodthirsty Arrow
589,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Exquisite Relic Bow.md,Exquisite Relic Bow,Relic Arrow Method
590,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Fatal Sniper Focus.md,Fatal Sniper Focus,Ravenous Hunter’s Yearning
591,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Gasp of Dead Gods.md,Gasp of Dead Gods,Splinter of the Void
592,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Hail of Gelid Death.md,Hail of Gelid Death,Deadly Feathered Maelstrom
593,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Heart-Numbing Spike.md,Heart-Numbing Spike,Screaming Wraith Arrow
594,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Iron Sleet Attack.md,Iron Sleet Attack,Splinter of the Void
595,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Last Days Portent.md,Last Days Portent,World-Wounding Darkness
596,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Merciless Hunter’s Hand.md,Merciless Hunter’s Hand,Unhesitating Violence Attitude
597,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Perfect Murder Meditation.md,Perfect Murder Meditation,Pulse of the Prey
598,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Piercing Ghost Barb.md,Piercing Ghost Barb,Bloodthirsty Arrow
599,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Pulse of the Prey.md,Pulse of the Prey,Fatal Sniper Focus
600,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Rapacious Vulture Approach.md,Rapacious Vulture Approach,Pulse of the Prey
601,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Ravenous Hunter’s Yearning.md,Ravenous Hunter’s Yearning,Bloodthirsty Arrow
602,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Screaming Wraith Arrow.md,Screaming Wraith Arrow,Piercing Ghost Barb
603,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Setting Sun Pursuit.md,Setting Sun Pursuit,Ravenous Hunter’s Yearning
604,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Splinter of the Void.md,Splinter of the Void,Relic Arrow Method
605,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Sun-Swallowing Voracity.md,Sun-Swallowing Voracity,Splinter of the Void
606,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Twisting Spiteful Shaft.md,Twisting Spiteful Shaft,Bloodthirsty Arrow
607,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Uncanny Extermination Instinct.md,Uncanny Extermination Instinct,Rapacious Vulture Approach
608,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\Unhesitating Violence Attitude.md,Unhesitating Violence Attitude,Fatal Sniper Focus
609,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Archery\World-Wounding Darkness.md,World-Wounding Darkness,Sun-Swallowing Voracity
610,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Behemoth-Felling Approach.md,Behemoth-Felling Approach,Spider Pounce Technique
611,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Blood-Curdling Swiftness.md,Blood-Curdling Swiftness,Shadow Races the Light
612,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Broken Mausoleum Barricade.md,Broken Mausoleum Barricade,Ruined World Armament
613,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Corpse-Might Surge.md,Corpse-Might Surge,Dread Strength Discipline
614,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Cowards Die Screaming.md,Cowards Die Screaming,Dread Strength Discipline
615,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Crouching Gargoyle Stance.md,Crouching Gargoyle Stance,Mist Over Ice
616,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Death Draws Near.md,Death Draws Near,Blood-Curdling Swiftness
617,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Death’s Inevitable Grasp.md,Death’s Inevitable Grasp,Indomitable Force Unleashed
618,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Earth-Forsaking Attitude.md,Earth-Forsaking Attitude,Spider Pounce Technique
619,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Ebon Lightning Flash.md,Ebon Lightning Flash,Shadow Races the Light
620,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Falling Scythe Attack.md,Falling Scythe Attack,Earth-Forsaking Attitude
621,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Flickering Image Strike.md,Flickering Image Strike,Shadow Races the Light
622,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Headstones Flung Like Pebbles.md,Headstones Flung Like Pebbles,Ruined World Armament
623,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Incarnate Doom Ascendancy.md,Incarnate Doom Ascendancy,Indomitable Force Unleashed
624,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Indomitable Force Unleashed.md,Indomitable Force Unleashed,Dread Strength Discipline
625,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Killing Field Attitude.md,Killing Field Attitude,Shadow Races the Light
626,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Last Wind Empowerment.md,Last Wind Empowerment,Stepping Outside Existence
627,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Light-Killing Stride.md,Light-Killing Stride,Last Wind Empowerment
628,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Mist Over Ice.md,Mist Over Ice,Shadow Races the Light
629,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Mountains Become Dust.md,Mountains Become Dust,Indomitable Force Unleashed
630,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Nowhere Is Safe.md,Nowhere Is Safe,Shadow Races the Light
631,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\On Wings of Night.md,On Wings of Night,Sky-Cleaving Wraith
632,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Roaring Void Lunge.md,Roaring Void Lunge,Nowhere Is Safe
633,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Shrapnel Rain Demolition.md,Shrapnel Rain Demolition,Ruined World Armament
634,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Sky-Cleaving Wraith.md,Sky-Cleaving Wraith,Earth-Forsaking Attitude
635,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Stepping Outside Existence.md,Stepping Outside Existence,Roaring Void Lunge
636,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Superior Weapon-Body.md,Superior Weapon-Body,Earth-Forsaking Attitude
637,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Swifter Than a Scream.md,Swifter Than a Scream,Ebon Lightning Flash
638,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Temple-Shattering Ruination Curse.md,Temple-Shattering Ruination Curse,Titan’s Last Labor
639,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Athletics\Titan’s Last Labor.md,Titan’s Last Labor,Incarnate Doom Ascendancy
640,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\All-Seeing Overlord’s Lair.md,All-Seeing Overlord’s Lair,Inhuman Perfection of (Sense)
641,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Bloodshed Beckons.md,Bloodshed Beckons,Superior (Sense) Focus
642,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Countless Grasping Phantoms.md,Countless Grasping Phantoms,Superior (Sense) Focus|Superior Hearing and Touch Focus
643,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Discerning Barghest Vigil.md,Discerning Barghest Vigil,Superior (Sense) Focus|Superior Smell and Taste Focus
644,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Fervent Caprice Focus.md,Fervent Caprice Focus,Morbid Inspiration Witness
645,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Ghostly Sentinel Technique.md,Ghostly Sentinel Technique,Countless Grasping Phantoms
646,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Inhuman Perfection of (Sense).md,Inhuman Perfection of (Sense),Superior (Sense) Focus
647,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Morbid Inspiration Witness.md,Morbid Inspiration Witness,Awful Clarity Insight
648,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\None Deceive Death.md,None Deceive Death,Inhuman Perfection of (Sense)
649,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Ominous Portent Method.md,Ominous Portent Method,Awful Clarity Insight
650,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Piercing Gaze of the Unmaker.md,Piercing Gaze of the Unmaker,All-Seeing Overlord’s Lair
651,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Pulsing Veins Focus.md,Pulsing Veins Focus,Discerning Barghest Vigil
652,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Shadow-Eating Spirit.md,Shadow-Eating Spirit,Superior (Sense) Focus
653,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Shadow-Slaying Impulse.md,Shadow-Slaying Impulse,Shadow-Eating Spirit
654,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Shroud-Piercing Clarity.md,Shroud-Piercing Clarity,Shadow-Eating Spirit
655,C:/Users/fw314/ObsidianVaults/exalted-scripture-understanding/Charms\Abyssal\Awareness\Superior (Sense) Focus.md,Superior (Sense) Focus,Awful Clarity Insight
